PhotoID,PhotoName,PhotoFormat,Time,PlaceName,PlaceURL,PriorClass,SubClass,EventName,Presence,ProvenienceURL,Folder,DatasetName
63,020_0099,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
64,009_0044,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
65,002_0001,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
66,003_0021,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
67,005_0041,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
68,018_0063,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
69,020_0070,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
70,017_0048,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
71,007_0182,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
72,015_0067,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
73,005_0037,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
74,014_0080,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
75,019_0029,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
76,016_0002,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
77,017_0068,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
78,006_0012,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
79,015_0032,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
80,018_0031,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
81,010_0001,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
82,007_0188,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
83,008_0069,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
84,007_0228,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
85,009_0049,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
86,015_0029,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
87,011_0052,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
88,005_0026,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
89,006_0056,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
90,008_0171,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
91,013_0101,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
92,018_0011,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
93,011_0087,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
94,004_0005,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
95,016_0097,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
96,003_0001,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
97,010_0045,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
98,001_0033,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
99,013_0022,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
100,004_0023,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
101,001_0153,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
102,020_0055,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
103,014_0019,JPEG,,,,Social,Wedding,,TRUE,,Datasets/EiMM,EiMM
104,001_0075,JPEG,,,,Social,Wedding,,FALSE,,Datasets/EiMM,EiMM
105,016_0006,JPEG,,,,Social,Wedding,,FALSE,,Datasets/EiMM,EiMM
106,010_0010,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
107,005_0051,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
108,008_0018,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
109,008_0013,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
110,001_0010,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
111,013_0047,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
112,003_0033,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
113,009_0111,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
114,001_0003,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
115,011_0017,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
116,006_0079,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
117,012_0014,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
118,011_0001,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
119,015_0017,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
120,002_0010,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
121,009_0135,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
122,005_0077,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
123,005_0037,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
124,004_0037,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
125,006_0211,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
126,008_0020,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
127,012_0026,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
128,004_0062,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
129,002_0034,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
130,006_0096,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
131,009_0115,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
132,003_0035,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
133,002_0053,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
134,007_0002,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
135,004_0026,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
136,003_0038,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
137,013_0019,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
138,007_0026,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
139,013_0018,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
140,014_0052,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
141,012_0038,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
142,007_0014,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
143,015_0016,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
144,001_0012,JPEG,,,,Social,Concert,,TRUE,,Datasets/EiMM,EiMM
145,011_0042,JPEG,,,,Social,Concert,,FALSE,,Datasets/EiMM,EiMM
146,015_0006,JPEG,,,,Social,Concert,,FALSE,,Datasets/EiMM,EiMM
147,010_0016,JPEG,,,,Social,Concert,,FALSE,,Datasets/EiMM,EiMM
148,014_0048,JPEG,,,,Social,Concert,,FALSE,,Datasets/EiMM,EiMM
149,014_0062,JPEG,,,,Social,Concert,,FALSE,,Datasets/EiMM,EiMM
150,010_0015,JPEG,,,,Social,Concert,,FALSE,,Datasets/EiMM,EiMM
151,016_0005,JPEG,,,,Social,Graduation,,FALSE,,Datasets/EiMM,EiMM
152,017_0009,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
153,013_0006,JPEG,,,,Social,Graduation,,FALSE,,Datasets/EiMM,EiMM
154,009_0047,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
155,012_0005,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
156,004_0209,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
157,007_0123,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
158,016_0021,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
159,019_0039,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
160,009_0032,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
161,011_0018,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
162,017_0016,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
163,006_0074,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
164,005_0295,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
165,005_0256,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
166,001_0079,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
167,014_0027,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
168,012_0010,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
169,010_0043,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
170,010_0017,JPEG,12-May-2008 21:37:36,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
171,002_0080,JPEG,03-Jun-2008 05:11:04,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
172,012_0136,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
173,008_0009,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
174,015_0072,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
175,019_0079,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
176,020_0088,JPEG,,,,Social,Graduation,,FALSE,,Datasets/EiMM,EiMM
177,008_0022,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
178,018_0050,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
179,014_0010,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
180,007_0119,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
181,020_0073,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
182,002_0076,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
183,018_0020,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
184,013_0041,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
185,006_0033,JPEG,19-Mar-2009 09:53:20,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
186,005_0281,JPEG,16-Jul-2007 13:31:49,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
187,016_0007,JPEG,23-May-2008 13:18:38,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
188,020_0012,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
189,001_0002,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
190,004_0047,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
191,002_0017,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
192,009_0024,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
193,015_0075,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
194,004_0164,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
195,003_0049,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
196,008_0043,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
197,011_0024,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
198,019_0056,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
199,011_0006,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
200,010_0065,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
201,018_0070,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
202,006_0051,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
203,015_0079,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
204,007_0106,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
205,014_0012,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
206,017_0020,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
207,003_0083,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
208,001_0083,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
209,013_0053,JPEG,,,,Social,Graduation,,TRUE,,Datasets/EiMM,EiMM
210,003_0020,JPEG,,,,Social,Graduation,,FALSE,,Datasets/EiMM,EiMM
211,009_0010,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
212,011_0005,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
213,006_0071,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
214,015_0015,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
215,009_0004,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
216,010_0021,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
217,005_0043,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
218,004_0007,JPEG,10-Dec-2009 14:23:03,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
219,002_0002,JPEG,07-Dec-2009 03:22:39,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
220,002_0071,JPEG,07-Dec-2009 03:46:35,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
221,005_0061,JPEG,10-Mar-2009 10:11:05,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
222,014_0018,JPEG,13-Apr-2008 20:07:48,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
223,010_0002,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
224,007_0020,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
225,009_0002,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
226,008_0017,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
227,001_0018,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
228,003_0073,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
229,012_0034,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
230,002_0033,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
231,015_0004,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
232,011_0007,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
233,013_0013,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
234,008_0186,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
235,004_0008,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
236,008_0189,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
237,007_0065,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
238,015_0029,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
239,006_0082,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
240,012_0044,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
241,001_0002,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
242,014_0014,JPEG,13-Feb-2010 14:50:32,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
243,004_0003,JPEG,10-Dec-2009 14:47:52,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
244,013_0018,JPEG,21-Jul-2007 07:06:36,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
245,013_0002,JPEG,01-mag-2008 15:49:21,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
246,005_0030,JPEG,10-Mar-2009 10:08:02,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
247,014_0012,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
248,003_0042,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
249,007_0010,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
250,010_0003,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
251,001_0012,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
252,011_0003,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
253,006_0029,JPEG,,,,Social,Meeting,,TRUE,,Datasets/EiMM,EiMM
254,012_0006,JPEG,,,,Social,Meeting,,FALSE,,Datasets/EiMM,EiMM
255,003_0055,JPEG,,,,Social,Meeting,,FALSE,,Datasets/EiMM,EiMM
256,007_0210,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
257,001_0124,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
258,012_0009,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
259,011_0103,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
260,005_0002,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
261,013_0004,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
262,015_0018,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
263,006_0074,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
264,002_0089,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
265,007_0263,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
266,008_0078,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
267,013_0104,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
268,010_0119,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
269,009_0017,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
270,012_0053,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
271,014_0006,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
272,001_0077,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
273,011_0089,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
274,005_0017,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
275,007_0280,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
276,002_0066,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
277,005_0018,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
278,001_0064,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
279,008_0120,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
280,003_0008,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
281,015_0145,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
282,010_0032,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
283,011_0085,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
284,009_0008,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
285,002_0037,JPEG,,,,Social,Mountain,,TRUE,,Datasets/EiMM,EiMM
286,013_0033,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
287,004_0085,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
288,012_0006,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
289,003_0017,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
290,008_0008,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
291,015_0063,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
292,009_0009,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
293,010_0127,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
294,006_0028,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
295,014_0070,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
296,006_0029,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
297,003_0011,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
298,014_0074,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
299,004_0091,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
300,004_0018,JPEG,,,,Social,Mountain,,FALSE,,Datasets/EiMM,EiMM
